Kind,Date,EntryTime,Strike,OptionType,Signal,Confidence,EntrySpot,EntryPremium,TargetNifty,SLNifty,EstHoldMin,ExitTime,ExitSpot,ExitPremium,ExitReason,HoldMin,PnLSpotPct,PnLPremiumPct,PnLRupees,RollingSig,DirectionSig,CrossAssetSig
OPEN,2026-05-17,13:02:12,23600,PE,BUY PE,43.5,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,13:02:12,23600,PE,BUY PE,43.5,23643.50,132.55,23591.0,23670.0,9.0,13:12:12,23643.50,132.55,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,13:13:12,23600,PE,BUY PE,44.7,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,13:15:12,23650,PE,BUY PE,45.2,23643.50,154.20,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,13:13:12,23600,PE,BUY PE,44.7,23643.50,132.55,23591.0,23670.0,9.0,13:23:12,23643.50,132.55,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,13:24:12,23600,PE,BUY PE,44.7,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,13:15:12,23650,PE,BUY PE,45.2,23643.50,154.20,23591.0,23670.0,9.0,13:24:12,23643.50,154.20,TIMEOUT,9.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,13:24:12,23600,PE,BUY PE,44.7,23643.50,132.55,23591.0,23670.0,9.0,13:34:12,23643.50,132.55,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,13:35:12,23600,PE,BUY PE,44.4,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,13:35:12,23600,PE,BUY PE,44.4,23643.50,132.55,23591.0,23670.0,9.0,13:45:12,23643.50,132.55,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,13:46:12,23600,PE,BUY PE,43.8,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,13:46:12,23600,PE,BUY PE,43.8,23643.50,132.55,23591.0,23670.0,9.0,13:55:12,23643.50,132.55,TIMEOUT,9.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,13:56:12,23600,PE,BUY PE,44.2,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,13:56:12,23600,PE,BUY PE,44.2,23643.50,132.55,23591.0,23670.0,9.0,14:05:12,23643.50,132.55,TIMEOUT,9.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,14:06:12,23600,PE,BUY PE,44.2,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,14:06:12,23600,PE,BUY PE,44.2,23643.50,132.55,23591.0,23670.0,9.0,14:16:12,23643.50,132.55,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,14:17:12,23600,PE,BUY PE,44.2,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,14:17:12,23600,PE,BUY PE,44.2,23643.50,132.55,23591.0,23670.0,9.0,14:26:12,23643.50,132.55,TIMEOUT,9.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,14:27:12,23600,PE,BUY PE,44.2,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,14:27:12,23600,PE,BUY PE,44.2,23643.50,132.55,23591.0,23670.0,9.0,14:37:12,23643.50,132.55,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,14:38:12,23600,PE,BUY PE,44.2,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,14:38:12,23600,PE,BUY PE,44.2,23643.50,132.55,23591.0,23670.0,9.0,14:47:12,23643.50,132.55,TIMEOUT,9.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,14:48:12,23600,PE,BUY PE,44.1,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,14:48:12,23600,PE,BUY PE,44.1,23643.50,132.55,23591.0,23670.0,9.0,14:58:12,23643.50,132.55,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,14:59:12,23600,PE,BUY PE,44.1,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,15:00:12,23650,PE,BUY PE,47.0,23643.50,154.20,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,14:59:12,23600,PE,BUY PE,44.1,23643.50,132.55,23591.0,23670.0,9.0,15:08:12,23643.50,132.55,TIMEOUT,9.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,15:00:12,23650,PE,BUY PE,47.0,23643.50,154.20,23591.0,23670.0,9.0,15:10:12,23643.50,154.20,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,15:11:12,23650,PE,BUY PE,47.3,23643.50,154.20,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,15:11:12,23650,PE,BUY PE,47.3,23643.50,154.20,23591.0,23670.0,9.0,15:20:12,23643.50,154.20,TIMEOUT,9.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-17,15:21:12,23650,PE,BUY PE,47.8,23643.50,154.20,23591.0,23670.0,8.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-17,15:21:12,23650,PE,BUY PE,47.8,23643.50,154.20,23591.0,23670.0,8.0,15:30:12,23643.50,154.20,EOD,9.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,09:00:12,23600,PE,BUY PE,43.9,23643.50,132.55,23591.0,23670.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,09:08:12,23450,PE,BUY PE,40.7,23482.20,81.35,23406.0,23520.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,09:00:12,23600,PE,BUY PE,43.9,23643.50,132.55,23591.0,23670.0,9.0,09:08:12,23482.20,132.55,TARGET,8.0,0.68,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,09:16:12,23400,PE,BUY PE,47.7,23390.20,0.00,23307.0,23432.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-05-18,09:08:12,23450,PE,BUY PE,40.7,23482.20,81.35,23406.0,23520.0,9.0,09:16:12,23390.20,81.35,TARGET,8.0,0.39,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,09:16:12,23400,PE,BUY PE,47.7,23390.20,0.00,23307.0,23432.0,9.0,09:25:12,23398.40,131.80,TIMEOUT,9.0,-0.04,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-05-18,09:26:12,23400,PE,BUY PE,47.8,23384.55,134.25,23305.0,23425.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,09:29:12,23350,PE,BUY PE,47.0,23372.80,117.90,23292.0,23413.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,09:26:12,23400,PE,BUY PE,47.8,23384.55,134.25,23305.0,23425.0,9.0,09:35:12,23394.10,148.50,TIMEOUT,9.0,-0.04,10.61,926,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,09:38:12,23300,PE,BUY PE,42.9,23364.20,100.30,23284.0,23404.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY CE
EXIT,2026-05-18,09:29:12,23350,PE,BUY PE,47.0,23372.80,117.90,23292.0,23413.0,9.0,09:39:12,23352.30,120.70,TIMEOUT,10.0,0.09,2.37,182,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,09:44:12,23350,PE,BUY PE,42.4,23383.20,126.45,23302.0,23424.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,09:38:12,23300,PE,BUY PE,42.9,23364.20,100.30,23284.0,23404.0,9.0,09:47:12,23359.75,103.90,TIMEOUT,9.0,0.02,3.59,234,BUY PE,BUY PE,BUY CE
OPEN,2026-05-18,09:48:12,23300,PE,BUY PE,38.4,23352.75,103.90,23275.0,23392.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-18,09:44:12,23350,PE,BUY PE,42.4,23383.20,126.45,23302.0,23424.0,9.0,09:54:12,23326.95,128.95,TIMEOUT,10.0,0.24,1.98,162,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,09:48:12,23300,PE,BUY PE,38.4,23352.75,103.90,23275.0,23392.0,9.0,09:55:12,23326.95,106.90,FLIP,7.0,0.11,2.89,195,BUY PE,BUY CE,BUY PE
OPEN,2026-05-18,09:55:12,23350,CE,BUY CE,37.4,23324.20,132.30,23400.0,23286.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-18,09:55:12,23350,CE,BUY CE,37.4,23324.20,132.30,23400.0,23286.0,18.0,09:56:12,23324.20,132.30,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-18,09:56:12,23300,PE,BUY PE,38.6,23332.05,112.80,23260.0,23368.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,09:58:12,23250,PE,BUY PE,37.1,23323.60,92.00,23250.0,23361.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-18,09:56:12,23300,PE,BUY PE,38.6,23332.05,112.80,23260.0,23368.0,9.0,10:05:12,23363.05,103.60,TIMEOUT,9.0,-0.13,-8.16,-598,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,09:58:12,23250,PE,BUY PE,37.1,23323.60,92.00,23250.0,23361.0,9.0,10:05:12,23363.05,84.40,SL,7.0,-0.17,-8.26,-494,BUY PE,BUY CE,BUY PE
OPEN,2026-05-18,10:06:12,23300,PE,BUY PE,41.1,23359.75,100.15,23292.0,23394.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,10:06:12,23300,PE,BUY PE,41.1,23359.75,100.15,23292.0,23394.0,9.0,10:15:12,23358.15,98.50,TIMEOUT,9.0,0.01,-1.65,-107,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,10:38:12,23400,PE,BUY PE,35.9,23434.40,119.00,23370.0,23466.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,NO TRADE,BUY CE
OPEN,2026-05-18,10:42:12,23350,PE,BUY PE,36.0,23424.65,91.45,23364.0,23455.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,NO TRADE,BUY CE
EXIT,2026-05-18,10:38:12,23400,PE,BUY PE,35.9,23434.40,119.00,23370.0,23466.0,9.0,10:48:12,23394.95,120.45,TIMEOUT,10.0,0.17,1.22,94,BUY PE,NO TRADE,BUY CE
EXIT,2026-05-18,10:42:12,23350,PE,BUY PE,36.0,23424.65,91.45,23364.0,23455.0,9.0,10:51:12,23425.75,106.50,TIMEOUT,9.0,-0.00,16.46,978,BUY PE,NO TRADE,BUY CE
OPEN,2026-05-18,10:52:12,23400,PE,BUY PE,35.4,23428.50,120.15,23368.0,23459.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,NO TRADE,BUY CE
EXIT,2026-05-18,10:52:12,23400,PE,BUY PE,35.4,23428.50,120.15,23368.0,23459.0,9.0,10:57:12,23460.10,101.85,SL,5.0,-0.13,-15.23,-1190,BUY PE,NO TRADE,BUY CE
OPEN,2026-05-18,11:41:12,23600,CE,BUY CE,36.0,23538.10,109.35,23596.0,23509.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,NO TRADE,NO TRADE
OPEN,2026-05-18,11:48:12,23550,CE,BUY CE,38.8,23514.05,112.25,23573.0,23485.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-05-18,11:41:12,23600,CE,BUY CE,36.0,23538.10,109.35,23596.0,23509.0,18.0,11:49:12,23507.00,89.50,SL,8.0,-0.13,-18.15,-1290,BUY CE,NO TRADE,NO TRADE
EXIT,2026-05-18,11:48:12,23550,CE,BUY CE,38.8,23514.05,112.25,23573.0,23485.0,18.0,11:59:12,23480.95,94.00,SL,11.0,-0.14,-16.26,-1186,BUY CE,BUY CE,BUY CE
OPEN,2026-05-18,12:00:12,23500,CE,BUY CE,37.1,23474.40,117.45,23532.0,23445.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
OPEN,2026-05-18,12:01:12,23550,CE,BUY CE,36.1,23475.90,81.15,23532.0,23448.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,NO TRADE,BUY CE
EXIT,2026-05-18,12:00:12,23500,CE,BUY CE,37.1,23474.40,117.45,23532.0,23445.0,18.0,12:19:12,23529.75,128.60,TIMEOUT,19.0,0.24,9.49,725,BUY CE,BUY CE,BUY CE
EXIT,2026-05-18,12:01:12,23550,CE,BUY CE,36.1,23475.90,81.15,23532.0,23448.0,18.0,12:19:12,23529.75,105.05,TIMEOUT,18.0,0.23,29.45,1553,BUY CE,NO TRADE,BUY CE
OPEN,2026-05-18,12:38:12,23650,CE,BUY CE,35.5,23604.40,99.95,23656.0,23578.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,NO TRADE,BUY CE
OPEN,2026-05-18,12:46:12,23600,CE,BUY CE,38.9,23574.05,110.70,23624.0,23549.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-05-18,12:38:12,23650,CE,BUY CE,35.5,23604.40,99.95,23656.0,23578.0,18.0,12:46:12,23574.05,88.70,SL,8.0,-0.13,-11.26,-731,BUY CE,NO TRADE,BUY CE
OPEN,2026-05-18,12:47:12,23650,CE,BUY CE,37.3,23582.75,85.70,23634.0,23557.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
EXIT,2026-05-18,12:46:12,23600,CE,BUY CE,38.9,23574.05,110.70,23624.0,23549.0,18.0,12:56:12,23624.45,111.45,TARGET,10.0,0.21,0.68,49,BUY CE,BUY CE,BUY CE
OPEN,2026-05-18,12:59:12,23700,CE,BUY CE,35.1,23626.25,86.00,23678.0,23600.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,NO TRADE,BUY CE
EXIT,2026-05-18,12:47:12,23650,CE,BUY CE,37.3,23582.75,85.70,23634.0,23557.0,18.0,13:00:12,23645.80,107.85,TARGET,13.0,0.27,25.85,1440,BUY CE,BUY CE,NO TRADE
OPEN,2026-05-18,13:06:12,23650,CE,BUY CE,40.9,23622.35,122.80,23674.0,23596.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
EXIT,2026-05-18,12:59:12,23700,CE,BUY CE,35.1,23626.25,86.00,23678.0,23600.0,18.0,13:11:12,23596.90,80.10,SL,12.0,-0.12,-6.86,-384,BUY CE,NO TRADE,BUY CE
EXIT,2026-05-18,13:06:12,23650,CE,BUY CE,40.9,23622.35,122.80,23674.0,23596.0,18.0,13:12:12,23596.90,101.40,FLIP,6.0,-0.11,-17.43,-1391,BUY PE,BUY CE,BUY CE
OPEN,2026-05-18,13:12:12,23550,PE,BUY PE,37.7,23605.15,106.00,23552.0,23632.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
EXIT,2026-05-18,13:12:12,23550,PE,BUY PE,37.7,23605.15,106.00,23552.0,23632.0,9.0,13:13:12,23605.15,106.00,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
OPEN,2026-05-18,13:13:12,23650,CE,BUY CE,37.7,23601.15,93.70,23654.0,23575.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
EXIT,2026-05-18,13:13:12,23650,CE,BUY CE,37.7,23601.15,93.70,23654.0,23575.0,18.0,13:14:12,23601.15,93.70,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
OPEN,2026-05-18,13:14:12,23550,PE,BUY PE,37.2,23607.90,113.40,23555.0,23634.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
EXIT,2026-05-18,13:14:12,23550,PE,BUY PE,37.2,23607.90,113.40,23555.0,23634.0,9.0,13:15:12,23607.90,113.40,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
OPEN,2026-05-18,13:15:12,23650,CE,BUY CE,36.3,23618.15,99.70,23671.0,23592.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
EXIT,2026-05-18,13:15:12,23650,CE,BUY CE,36.3,23618.15,99.70,23671.0,23592.0,18.0,13:16:12,23618.15,99.70,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
OPEN,2026-05-18,13:16:12,23550,PE,BUY PE,35.6,23620.70,108.90,23570.0,23646.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-18,13:16:12,23550,PE,BUY PE,35.6,23620.70,108.90,23570.0,23646.0,9.0,13:17:12,23620.70,108.90,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-18,13:17:12,23650,CE,BUY CE,36.2,23622.45,99.70,23673.0,23597.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-18,13:19:12,23700,CE,BUY CE,36.4,23626.95,82.25,23678.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-05-18,13:19:12,23700,CE,BUY CE,36.4,23626.95,82.25,23678.0,23601.0,18.0,13:23:12,23599.30,76.80,SL,4.0,-0.12,-6.63,-354,BUY CE,BUY CE,BUY CE
OPEN,2026-05-18,13:25:12,23700,CE,BUY CE,36.2,23630.25,75.85,23682.0,23604.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-18,13:17:12,23650,CE,BUY CE,36.2,23622.45,99.70,23673.0,23597.0,18.0,13:26:12,23630.25,95.80,FLIP,9.0,0.03,-3.91,-254,BUY PE,BUY CE,BUY PE
EXIT,2026-05-18,13:25:12,23700,CE,BUY CE,36.2,23630.25,75.85,23682.0,23604.0,18.0,13:26:12,23630.25,75.85,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-18,13:26:12,23550,PE,BUY PE,36.6,23623.75,109.65,23574.0,23649.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-18,13:26:12,23550,PE,BUY PE,36.6,23623.75,109.65,23574.0,23649.0,9.0,13:27:12,23623.75,109.65,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-18,13:27:12,23700,CE,BUY CE,36.2,23631.00,84.70,23681.0,23606.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-18,13:28:12,23650,CE,BUY CE,36.7,23621.50,106.45,23673.0,23596.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-18,13:27:12,23700,CE,BUY CE,36.2,23631.00,84.70,23681.0,23606.0,18.0,13:34:12,23623.80,85.25,FLIP,7.0,-0.03,0.65,36,BUY PE,BUY CE,BUY PE
EXIT,2026-05-18,13:28:12,23650,CE,BUY CE,36.7,23621.50,106.45,23673.0,23596.0,18.0,13:34:12,23623.80,107.60,FLIP,6.0,0.01,1.08,75,BUY PE,BUY CE,BUY PE
OPEN,2026-05-18,13:34:12,23550,PE,BUY PE,36.7,23612.15,100.15,23562.0,23637.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-18,13:34:12,23550,PE,BUY PE,36.7,23612.15,100.15,23562.0,23637.0,9.0,13:35:12,23612.15,100.15,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-18,13:35:12,23700,CE,BUY CE,36.8,23625.50,85.25,23677.0,23600.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
OPEN,2026-05-18,13:37:12,23650,CE,BUY CE,40.1,23615.90,109.05,23666.0,23591.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-05-18,13:35:12,23700,CE,BUY CE,36.8,23625.50,85.25,23677.0,23600.0,18.0,13:54:12,23637.65,94.60,TIMEOUT,19.0,0.05,10.97,608,BUY PE,BUY CE,BUY CE
OPEN,2026-05-18,13:56:12,23700,CE,BUY CE,36.9,23649.30,94.60,23696.0,23626.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-05-18,13:37:12,23650,CE,BUY CE,40.1,23615.90,109.05,23666.0,23591.0,18.0,13:56:12,23649.30,117.55,TIMEOUT,19.0,0.14,7.79,552,BUY CE,BUY CE,BUY PE
EXIT,2026-05-18,13:56:12,23700,CE,BUY CE,36.9,23649.30,94.60,23696.0,23626.0,18.0,14:07:12,23637.00,91.00,FLIP,11.0,-0.05,-3.81,-234,BUY CE,BUY CE,BUY CE
OPEN,2026-05-18,14:07:12,23550,PE,BUY PE,38.4,23618.00,91.40,23569.0,23643.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-05-18,14:07:12,23550,PE,BUY PE,38.4,23618.00,91.40,23569.0,23643.0,9.0,14:13:12,23622.45,101.15,FLIP,6.0,-0.02,10.67,634,BUY CE,BUY PE,BUY PE
OPEN,2026-05-18,14:13:12,23700,CE,BUY CE,35.7,23634.20,78.50,23684.0,23609.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-05-18,14:13:12,23700,CE,BUY CE,35.7,23634.20,78.50,23684.0,23609.0,18.0,14:14:12,23634.20,78.50,FLIP,1.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
OPEN,2026-05-18,14:14:12,23600,PE,BUY PE,36.0,23630.10,117.15,23580.0,23655.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
OPEN,2026-05-18,14:15:12,23550,PE,BUY PE,40.1,23603.70,95.70,23551.0,23630.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,14:14:12,23600,PE,BUY PE,36.0,23630.10,117.15,23580.0,23655.0,9.0,14:23:12,23614.10,127.30,TIMEOUT,9.0,0.07,8.66,660,BUY CE,BUY PE,BUY PE
EXIT,2026-05-18,14:15:12,23550,PE,BUY PE,40.1,23603.70,95.70,23551.0,23630.0,9.0,14:25:12,23585.65,111.20,TIMEOUT,10.0,0.08,16.20,1008,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,14:26:12,23550,PE,BUY PE,42.2,23598.75,111.20,23549.0,23624.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,14:26:12,23550,PE,BUY PE,42.2,23598.75,111.20,23549.0,23624.0,9.0,14:35:12,23596.35,111.40,TIMEOUT,9.0,0.01,0.18,13,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,14:36:12,23550,PE,BUY PE,43.1,23595.35,111.40,23545.0,23620.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,14:36:12,23550,PE,BUY PE,43.1,23595.35,111.40,23545.0,23620.0,9.0,14:45:12,23602.30,102.75,TIMEOUT,9.0,-0.03,-7.76,-562,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,14:46:12,23550,PE,BUY PE,39.8,23599.00,102.75,23551.0,23623.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,14:46:12,23550,PE,BUY PE,39.8,23599.00,102.75,23551.0,23623.0,9.0,14:56:12,23582.50,110.05,TIMEOUT,10.0,0.07,7.10,474,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,14:57:12,23550,PE,BUY PE,39.0,23586.25,108.25,23539.0,23610.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-18,14:57:12,23550,PE,BUY PE,39.0,23586.25,108.25,23539.0,23610.0,9.0,15:00:12,23589.45,108.25,FLIP,3.0,-0.01,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-18,15:00:12,23600,CE,BUY CE,50.3,23593.55,98.40,23641.0,23570.0,29.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
OPEN,2026-05-18,15:01:12,23650,CE,BUY CE,56.4,23673.20,75.55,23727.0,23646.0,28.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-05-18,15:00:12,23600,CE,BUY CE,50.3,23593.55,98.40,23641.0,23570.0,29.0,15:01:12,23673.20,98.40,TARGET,1.0,0.34,0.00,0,BUY CE,BUY CE,NO TRADE
OPEN,2026-05-18,15:02:12,23700,CE,BUY CE,54.4,23681.30,93.20,23737.0,23653.0,27.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-05-18,15:02:12,23700,CE,BUY CE,54.4,23681.30,93.20,23737.0,23653.0,27.0,15:09:12,23640.25,90.75,SL,7.0,-0.17,-2.63,-159,BUY CE,BUY CE,BUY CE
